Time,Engine RPM,Throttle Pos,Engine Temp,G Force Lat,G Force Long,G Force Vert,ADL Temp,5V Aux Supply,8V Aux Supply,Running Lap Time,Comms RS232 Diag,Bat Volts ADL,Lambda 1,Air Temp Inlet,Manifold Pres,Water Temp Post-Radiator,Fuel Actual PW,Fuel Inj Duty,Ign Advance,Brake Pressure Front,Brake Pressure Rear,G Force RSS,Fuel Base PW,Fuel AT Comp,Wheel Slip (Percent),Shock Pot Front Right,Shock Pot Front Left,Shock Pot Rear Left,Shock Pot Rear Right,Eng Oil Pres,Fuel Pres,Eng Oil Temp,Bat Volts ECU,Exhaust Temp,Susp Velocity FL,Susp Velocity FR,Susp Velocity RL,Susp Velocity RR,Drive Speed,Ground Speed,Odometer,Lap Number,Thr Pos Change,Oil Pressure Warning,Brake Temp Front,Brake Temp Rear,Calculated Gear Position,Steering Angle,Baro Pres,Fuel Temp,Pitot Tube 12.5mB,CAN 1 Bus Utilization,Air Temp Post-Radiator,Air Pressure Pre Radiator,Air Pressure Post Radiator,Water Pump Inlet Pressure,ECU Temp,Lap Distance,Bat Volts BR2,CAN 1 Transmit Error Count,CAN 0 Bus Utilization,PDM2 Errors,Pneumatic Line Pressure,Brake Bias Setting,Sync Rel Pos,Device Up Time,FAN2 Current,Water Temp Pre-Radiator,Water Pump Outlet Pressure,Wheel Speed FL,Wheel Speed FR,Wheel Speed RL,Wheel Speed RR,Radiator 1 Inlet Temp,Shifter Position,Clutch Position,Air Temp Pre-Radiator
194.5,4335,100,78.3,-0.12,-0.63,-0.02,29.3,4.966,8.095,17.49,512,13.93,0.95,27.9,96.6,68.2,6.628,22.5,35,35.7,10.9,0.63,6.378,-1.5,1.3,1.1319,0.9929,0.4213,0.7173,203.8,430.9,78,13.9,372.1,-227,75,-337,-115,30.8,30.4,112140.4,7,261,0,269,224,2,4.1,98,68.2,-140,6.4,56.9,0.5,96.6,-12.32,49.4,253,14.1,1,8.3,8,106.98,61,16.4,321.011,0.1,69.9,2.36,49.7,48.4,50.8,50.2,78.7,1385.4,1580,32.5
195,6030,82.9,78.3,-0.43,-0.65,-0.07,29.3,4.966,8.095,17.49,512,13.91,0.95,27.9,92.9,68.2,6.936,33,35,46.7,34.3,0.78,6.702,-1.6,0.7,1.0669,0.8354,0.3276,0.839,268.6,428.6,78,13.87,377.9,-1277.3,-824.5,-365.6,700.6,42.2,41.9,112140.4,7,-11722,0,262,224,2,20.1,98,68.2,-140,6.4,57,0.5,96.6,-12.32,49.4,261,14.02,1,8.2,8,106.98,58.9,13.9,321.011,0.1,69.9,2.35,68.6,64.7,69.3,70.3,78.8,1392.6,2087.8,32.6
195.5,5046,8.3,78.4,-0.15,0.65,-0.09,29.3,4.966,8.095,18.49,512,13.93,0.95,28,49,68.1,1.808,7.8,17.1,458.7,391.4,0.65,1.386,-1.5,-2.3,0.8807,0.7457,0.7354,1.0685,286.2,429.9,78,13.91,381.3,-441.7,-92.2,183.6,23.3,36.8,37.7,112140.4,7,-50,0,258,225,2,7.3,98,68.2,-140,6.4,57.1,0.5,96.7,-12.32,49.4,270,13.97,1,8.2,8,106.98,57.3,14.4,322.011,0.1,69.9,2.33,59.8,57.7,59.2,58.5,78.9,1445.9,1542,32.7
196,3969,8.6,78.4,-0.88,0.23,-0.06,29.3,4.966,8.095,18.49,512,13.94,0.95,27.9,60.2,68.1,2.09,6.8,10,85.1,52.1,0.9,1.686,-1.5,-14.6,1.098,0.7075,0.6248,1.2587,227.9,432.9,78,14.01,381.3,-822.3,8.9,160,543.1,26.8,31.4,112140.4,7,2,0,264,221,2,70.9,98,68.1,-140,6.4,57.1,0.5,96.7,-12.32,49.4,277,14.04,1,8.3,8,106.98,57.2,13.4,322.011,0.1,69.8,2.38,51,42.7,49,42.5,79,1233.9,1356.8,32.8
196.5,4386,33.5,78.4,-0.9,-0.12,-0.01,29.3,4.966,8.095,19.49,512,13.95,0.95,27.8,81.1,68.1,3.966,13.9,35,127.7,53.4,0.9,3.626,-1.5,0.8,1.2181,0.8496,0.4016,1.1177,221.2,435.1,78,13.93,381.3,307.5,742.6,-375.3,-146.1,31.5,31.3,112140.4,7,425,0,258,226,2,81.8,98,68.1,-140,6.4,57.1,0.5,96.7,-12.32,49.4,285,14.1,1,8.3,8,106.96,57.4,15,323.011,0.1,69.8,2.34,50.7,41.9,50.9,51.7,79,1272.8,1441.7,32.9
197,4416,24.9,78.6,-0.83,-0.04,0.03,29.3,4.966,8.095,19.49,512,13.94,0.95,27.7,73.9,68,3.094,11.1,35,90.6,64.5,0.84,2.732,-1.5,-9.3,1.1583,0.802,0.4795,1.0854,232.8,434.5,78,14.08,381.3,25,72.2,122,392.8,30.4,33.5,112140.5,7,-166,0,267,227,2,66.9,98,68,-140,6.4,57,0.5,96.7,-12.32,49.4,292,14.16,1,8.3,8,106.98,58.5,15.3,323.011,0.1,69.8,2.36,54.1,46.2,53.3,50.3,79.1,1285.1,1472.5,33
197.5,4662,24.8,78.6,-0.84,-0.02,-0.07,29.3,4.966,8.095,20.49,512,13.96,0.95,27.7,70.9,68,3.06,11.7,35,98.8,41.2,0.84,2.69,-1.5,-2.1,1.1524,0.7854,0.4606,1.0854,235.5,439.3,78,14.02,381.3,-45.3,-1.1,1.7,-447.3,33.5,34.3,112140.5,7,-9,0,269,231,2,65.5,98,68,-140,6.4,56.9,0.5,96.7,-12.32,49.4,300,14.19,1,8.3,8,106.98,59,16,324.011,0.1,69.8,2.35,55.5,47.4,54.5,53.8,79.1,1242.1,1413,33
198,4728,20.7,78.6,0.53,0.01,-0.08,29.3,4.966,8.095,20.49,512,13.95,0.95,27.7,64.7,67.9,2.784,10.8,35,85.1,61.7,0.51,2.41,-1.5,-3.7,0.8925,0.9803,0.7315,0.7965,242.1,433.4,78.1,14.05,381.3,496.7,-602,895.3,-377,33.3,34.6,112140.5,7,-365,0,259,224,2,-33.4,98,67.9,-140,6.3,56.7,0.5,96.6,-12.32,49.4,307,14.11,1,8.3,8,107,57.2,16.9,324.011,0.1,69.8,2.35,52.6,55.3,53.8,56.5,79.2,1382.4,1481.7,33.1
198.5,4512,9.7,78.6,0.69,0.11,-0.04,29.3,4.966,8.095,21.49,512,13.95,0.95,27.7,55.9,67.9,1.916,7.7,14.8,46.7,41.2,0.68,1.504,-1.5,-9.9,0.8472,1.0043,0.7972,0.8252,246.3,429.8,78.2,13.96,381.3,-115.3,-357.5,-111.7,666.2,32.8,36.4,112140.5,7,-1249,0,266,226,2,-49.6,98,67.9,-140,6.3,56.5,0.5,96.6,-12.32,49.4,315,14.03,1,8.3,8,106.98,55.2,16,325.011,0.1,69.8,2.36,53.1,58.2,52.8,57.8,79.3,1299.4,1508.3,33.1
199,4227,9.4,78.6,-0.26,0.14,-0.1,29.3,4.966,8.095,21.49,512,13.95,0.95,27.6,57.7,67.8,2.03,7.2,12.4,101.6,82.4,0.29,1.626,-1.5,-2.2,0.9224,0.7445,0.6571,1.0165,229.8,431.1,78.2,14.04,381.2,-283.4,551.7,-437.5,-54.7,30.5,31.2,112140.5,7,-5,0,262,226,2,9.1,98,67.8,-140,6.3,56.4,0.5,96.6,-12.32,49.5,322,14,1,8.3,8,106.95,52.3,13.8,325.011,0.1,69.8,2.34,50.5,48.6,49.9,48.5,79.4,1275.9,1467.4,33
199.5,3993,31.7,78.6,-0.61,-0.13,-0.06,29.3,4.966,8.095,22.49,512,13.95,0.95,27.5,80.4,67.8,3.872,12.7,35,67.2,63.1,0.62,3.536,-1.5,-8.8,1.0842,0.8689,0.4465,0.978,223.1,431.5,78.2,14.08,381.3,68.9,-691.7,-1148.7,-851.2,27.5,30.1,112140.5,7,878,0,273,232,2,55,98,67.8,-140,6.3,56.4,0.5,96.7,-12.32,49.5,330,13.97,1,8.3,8,106.98,49.6,13.1,326.011,0.1,69.9,2.35,49,43.4,48.5,44.7,79.4,1229.8,1416.1,32.9
200,4512,32.9,78.5,-0.07,-0.23,-0.15,29.3,4.966,8.095,22.49,512,13.94,0.95,27.5,80.4,67.7,3.86,14,35,60.3,61.7,0.23,3.524,-1.5,-0.6,0.9118,0.8772,0.4634,0.8346,229.7,431.1,78.2,14.07,381.5,-375,-1958.8,-106.7,-1096.2,32.5,32.7,112140.5,7,225,0,257,220,2,11.5,98,67.7,-140,6.3,56.4,0.5,96.7,-12.34,49.4,337,13.93,1,8.3,8,106.99,47.9,13.9,326.011,0.1,69.9,2.34,52.4,51.5,52.2,52.6,79.5,1211.3,1434.6,32.8
200.5,5532,95.4,78.4,0.59,-0.55,-0.06,29.3,4.966,8.095,23.49,512,13.91,0.95,27.6,96.4,67.7,7.102,29.4,35,34.3,35.7,0.79,6.874,-1.5,2.1,1.0063,1.111,0.4941,0.5248,260.1,430.6,78.2,13.95,383.8,256.7,881.2,-1424.8,-1395.1,39.6,38.7,112140.5,7,7130,0,267,225,2,-43.9,98,67.7,-140,6.3,56.4,0.5,96.6,-12.32,49.4,305,13.91,1,8.3,8,106.97,47.9,15.5,327.011,0.1,69.9,2.33,59.5,63.1,63.4,65.1,79.5,1362.9,1942.5,32.7
201,6957,100,78.4,0.14,-0.56,0.1,29.3,4.966,8.095,23.49,512,13.89,0.95,27.6,96,67.7,7.096,39.8,35,43.9,24.6,0.58,6.864,-1.5,2.9,1.0146,1.0016,0.5189,0.7,320.3,428.8,78.2,13.88,391,-377.8,-174.5,881.2,668.4,49.6,48.2,112140.5,7,50,0,263,223,2,-13.6,98,67.6,-140,6.3,56.3,0.5,96.6,-12.32,49.4,136,13.94,1,8.3,8,106.98,53.7,11.1,327.011,0.1,70,2.29,78.4,78.5,80.7,81.1,79.6,1330.1,1873.8,32.6
201.5,8367,100,78.4,0.05,-0.46,0.6,29.3,4.966,8.095,0.17,512,13.87,0.95,27.7,94.3,67.6,7.482,50.7,35,78.2,56.2,0.49,7.256,-1.5,3.5,0.974,0.9626,0.461,0.6929,383.6,423.5,78.2,13.81,400.3,652.6,-532.5,612.3,2152.4,60.1,58,112140.5,8,0,0,265,221,2,-6.9,98,67.6,-140,6.3,56.3,0.5,96.6,-12.32,49.4,7,13.96,1,8.3,8,106.98,57.7,25,328.011,0.1,70,2.28,94.6,94.1,97,98.1,79.6,1390.5,1908.7,32.5
202,7107,8,78.4,-0.14,0.74,-0.11,29.3,4.966,8.095,0.17,512,13.93,0.95,27.9,37.6,67.6,1.602,9.6,35,456,440.9,0.73,1.17,-1.5,-3.4,0.7661,0.6429,0.8161,1.1189,380.2,430.8,78.2,13.9,407.6,-192.2,-450.3,157.8,-303.9,51.9,53.8,112140.6,8,-142,0,269,229,2,0.4,98,67.5,-140,6.3,56.1,0.5,96.6,-12.32,49.5,19,13.92,1,8.3,8,106.99,55.1,15.8,328.011,0.1,70.2,2.22,86.5,84.8,82.7,83.6,79.6,1433.6,2100.2,32.3
202.5,6165,23.1,78.3,-0.4,0.07,-0.02,29.3,4.966,8.095,1.17,512,13.93,0.95,27.6,53.6,67.6,2.79,11.1,35,37,23.3,0.41,2.406,-1.5,-3.6,0.9283,0.739,0.611,1.0563,328,432.2,78.2,13.94,407.1,-6.1,229.7,-224.2,-106.4,43.1,44.7,112140.6,8,2423,0,281,234,2,15.1,98,67.5,-140,6.3,56,0.5,96.6,-12.32,49.5,30,13.89,1,8.3,8,106.98,55.3,9,329.011,0.1,70.2,2.29,71.6,68.5,70.8,69.2,79.6,1465.3,2033.6,32.1
203,5805,15.7,78.3,-0.98,0.1,-0.05,29.3,4.966,8.095,1.17,512,13.93,0.95,27.4,51.1,67.7,2.034,9.9,31.9,56.2,45.2,0.99,1.622,-1.4,-8,1.0874,0.6961,0.5587,1.2492,317.5,429.2,78.2,13.95,405,-1369.3,-93.3,-61.7,863.4,41.2,44.7,112140.6,8,-288,0,277,232,2,48.7,98,67.6,-140,6.3,55.8,0.5,96.7,-12.32,49.5,40,13.89,1,8.3,8,106.96,65.4,18.7,329.011,0.1,70.3,2.26,71.8,63.7,70.5,65.7,79.5,1416.1,1969.1,32
203.5,5469,14.2,78.2,-1.02,0.15,-0.03,29.3,4.966,8.095,2.17,512,13.94,0.95,27.2,50.7,67.7,2.022,9.2,29,68.6,21.9,1.01,1.614,-1.4,-8.3,1.0776,0.6988,0.5382,1.2961,291.8,434.1,78.2,13.99,402,128.1,-47.5,183.6,147.8,38.1,41.5,112140.6,8,-90,0,276,232,2,48,98,67.6,-140,6.3,55.6,0.5,96.7,-12.32,49.5,50,13.9,1,8.3,8,106.97,73.3,10,330.011,0.1,70.3,2.28,67.2,58.9,65.3,62,79.5,1423.3,1898.4,32
204,5511,16.6,78.1,-0.91,-0.08,-0.07,29.3,4.966,8.095,2.17,512,13.94,0.95,27.1,58.5,67.7,2.254,13.4,32.3,53.4,30.2,0.9,1.854,-1.4,-3.5,1.1386,0.7154,0.437,1.0965,287.7,433.9,78.2,13.99,400,-223.6,7.2,-127,6.9,39.8,41.3,112140.6,8,-3272,0,274,230,2,51.5,98,67.7,-140,6.3,55.4,0.5,96.7,-12.32,49.5,59,13.93,1,8.3,8,106.99,73.1,11.6,330.011,0.1,70.4,2.28,66.2,58.6,65.8,65.3,79.5,1407.9,1624,32
204.5,5217,18.2,78,-1.12,0.12,-0.07,29.3,4.966,8.095,3.17,512,13.94,0.95,27,52.7,67.7,2.352,9.1,33.1,75.5,23.3,1.13,1.954,-1.4,-8.4,1.1602,0.6854,0.5591,1.2642,272.7,431.2,78.2,13.98,397.6,-208.3,-122.8,97.8,16.1,35.9,39.2,112140.6,8,2117,0,273,233,2,60.3,98,67.7,-140,6.3,55.1,0.5,96.7,-12.32,49.5,68,13.96,1,8.3,8,106.99,73.3,16.2,331.011,0.1,70.4,2.28,63.3,53.8,62,57.5,79.5,1395.7,1625,32
205,5556,27.3,77.9,-1,-0.11,-0.07,29.3,4.966,8.095,3.17,512,13.94,0.95,27.1,66.1,67.8,3.356,15.3,35,43.9,27.4,0.99,2.99,-1.4,-2.5,1.1882,0.7728,0.4402,1.1197,280.3,433.4,78.2,13.96,396.3,359.5,152,-45,-67.2,39.4,40.4,112140.6,8,45,0,276,229,2,61.2,98,67.8,-140,6.3,54.8,0.5,96.7,-12.32,49.5,77,13.94,1,8.3,8,106.97,75.3,11.4,331.011,0.1,70.5,2.28,65.2,56.8,64.8,64.3,79.4,1521.6,1588.2,31.9
205.5,5733,26.8,77.9,-0.96,-0.13,-0.08,29.3,4.966,8.095,4.17,512,13.93,0.95,27.1,64.8,67.8,3.316,15.8,35,49.4,17.8,0.98,2.954,-1.4,-1.9,1.2181,0.7724,0.4339,1.1142,296.5,436,78.2,14,396.7,42.2,-218.9,274.7,-242.8,41,41.8,112140.6,8,-40,0,270,229,2,46.6,98,67.8,-140,6.3,54.5,0.5,96.7,-12.32,49.5,86,13.95,1,8.3,8,106.98,74.2,10.3,332.011,0.1,70.5,2.29,67.5,60.7,67.3,65.3,79.4,1468.4,1640.4,31.8
206,6978,98.5,77.9,-1.13,-0.44,0.14,29.3,4.966,8.095,4.17,512,13.89,0.95,27.1,95.8,67.9,7.104,39.1,35,50.8,17.8,1.19,6.872,-1.4,4.1,1.322,0.8181,0.3024,1.089,326.2,432.8,78.2,13.98,398.9,-347.5,58.9,492.3,773.7,49.2,47.3,112140.6,8,3150,0,271,228,2,49,98,67.8,-140,6.3,54.3,0.5,96.7,-12.32,49.5,97,14.02,1,8.3,8,106.99,61.8,19,332.011,0.1,70.6,2.26,76.6,65.6,81.2,82.6,79.3,1431.5,1563.6,31.7
206.5,6582,19.8,77.8,0.31,0.41,0,29.3,4.966,8.095,5.17,512,13.89,0.95,27.2,54.5,67.9,2.17,10.2,35,401.1,347.4,0.48,1.764,-1.4,-3.1,0.7728,0.8681,0.8461,0.9642,351.8,433.8,78.2,13.94,405.8,-511.2,-674.5,1395.4,1846.5,47.8,49.4,112140.6,8,2583,0,271,228,2,-12.4,98,67.8,-140,6.3,54.1,0.5,96.6,-12.32,49.5,107,14.05,1,8.3,8,106.98,51.7,9.1,333.011,0.1,70.7,2.26,76.7,77.9,76.1,78.3,79.3,1666,1650.6,31.7
207,5109,11.9,77.8,-0.11,0.1,-0.1,29.3,4.966,8.095,5.17,512,13.92,0.95,27.3,50.4,68,1.928,8.5,21.8,79.6,53.4,0.14,1.52,-1.4,-1.3,0.9579,0.8437,0.6,0.9732,278.7,431,78.2,14.03,405.1,-824.5,39.2,-802.3,-642.3,37,37.5,112140.6,8,-691,0,279,239,2,3.3,98,67.9,-140,6.3,54,0.5,96.7,-12.33,49.6,116,13.98,1,8.3,8,106.98,50,17,333.011,0.1,70.7,2.31,60,59.3,60.3,59.3,79.2,1414.1,1569.7,31.7
207.5,4563,11.5,77.8,0.84,0.21,-0.03,29.3,4.966,8.095,6.17,512,13.94,0.95,27.3,52.3,68,2.016,7.7,18.5,96.1,98.9,0.86,1.61,-1.4,-10.2,0.8177,1.0154,0.9067,0.8335,247.1,431,78.1,14.01,402.5,226.4,-310.3,205,-795.6,31.2,34.7,112140.6,8,11,0,282,238,2,-60,98,67.9,-140,6.3,53.9,0.5,96.6,-12.32,49.6,125,13.93,1,8.3,8,106.96,49.1,14.8,334.011,0.1,70.7,2.31,50.3,56.3,50.6,55.7,79.1,1412,1502.1,31.7
208,4956,74.5,77.8,0.69,-0.43,-0.05,29.3,4.966,8.095,6.17,512,13.91,0.95,27.3,95,68.1,6.53,23.3,35,43.9,13.6,0.82,6.276,-1.4,2.2,1.0091,1.1409,0.6465,0.6689,232.9,432,78.1,13.98,400.1,498.4,1037.9,-1657.4,-843.1,34.7,34,112140.7,8,2984,0,271,244,2,-58.4,98,68,-140,6.3,54.1,0.5,96.6,-12.32,49.6,133,13.96,1,8.3,8,106.97,51.3,16.2,334.011,0.1,70.7,2.33,49.5,55.2,59.4,56.5,79.1,1538,1563.6,31.8
208.5,4944,22.4,77.7,-0.29,0.2,-0.04,29.3,4.966,8.095,7.17,512,13.92,0.95,27.3,64.5,68.1,2.938,12.6,35,413.4,396.9,0.35,2.562,-1.4,-1.1,0.9685,0.8087,0.6102,1.0106,255.5,433.5,78.2,13.99,401.4,-880.9,271.1,155.3,1231.5,36,36.4,112140.7,8,-272,0,280,240,2,10.4,98,68,-140,6.3,54.3,0.5,96.7,-12.32,49.6,141,13.99,1,8.3,8,106.98,55.7,19.1,335.011,0.1,70.8,2.3,58.7,55.9,58.8,57.8,79.1,1520.5,1568.7,31.9
209,4479,8.6,77.6,-0.61,0.32,-0.04,29.3,4.966,8.095,7.17,512,13.94,0.95,27.4,57,68.2,1.95,7.2,14.4,225.3,230.7,0.69,1.54,-1.5,-12.9,1.0319,0.7543,0.648,1.1756,235.6,433.5,78.2,13.97,399.9,-112.8,-282.5,463.4,508.4,29.6,34.1,112140.7,8,-202,0,288,242,2,41.6,98,68.1,-140,6.3,54.5,0.5,96.7,-12.32,49.6,148,14.03,1,8.3,8,107,67.3,15,335.011,0.1,70.8,2.33,54.9,49.2,53.1,47.8,79,1349.5,1403.9,31.9
209.5,3555,9.6,77.6,-0.71,0.17,-0.03,29.3,4.966,8.095,8.17,512,13.96,0.95,27.5,63.7,68.2,2.098,6.5,10,37,17.8,0.72,1.694,-1.5,-14.8,1.078,0.7807,0.5843,1.1476,205.6,430,78.2,14.03,397.6,345.3,43.6,-543.4,-459.2,24.5,28.7,112140.7,8,347,0,274,243,2,72.3,98,68.1,-140,6.3,54.6,0.5,96.7,-12.32,49.6,155,14.06,1,8.3,8,106.95,74.9,13.7,336.011,0.1,70.8,2.34,46.1,39.5,45,39.2,79,1194.9,1425.4,31.9
210,3093,8.6,77.6,-0.8,0.27,-0.04,29.3,4.966,8.095,8.17,512,13.97,0.95,27.5,67.1,68.3,2.108,5.5,10,52.1,20.5,0.83,1.706,-1.5,-21.5,1.1075,0.7807,0.598,1.2213,186.9,432.2,78.3,14,397.6,-50.8,299.2,58.6,50.3,20.4,26,112140.7,8,-36,0,274,244,2,103.9,98,68.2,-140,6.3,54.7,0.5,96.7,-12.32,49.6,161,14.05,1,8.3,8,106.95,68.8,14.4,336.011,0.1,70.8,2.36,41.8,33.7,40.4,32.8,79,1054.7,1593.3,32
210.5,2814,19,77.6,-0.56,0.22,-0.01,29.3,4.966,8.095,9.17,512,13.97,0.95,27.5,78.6,68.3,3.372,6,25.4,37,23.3,0.59,3.016,-1.5,-22.1,1.0882,0.811,0.6315,1.1311,167.9,435.7,78.3,14.03,397.6,31.7,0,103.1,-293.6,17.7,22.7,112140.7,8,3020,0,269,241,2,104.5,98,68.2,-140,6.3,54.7,0.5,96.7,-12.32,49.6,167,14.05,1,8.3,8,106.98,62.8,13.4,337.011,0.1,70.8,2.36,36.5,29.3,34.4,28.4,79,1090.5,1438.6,32.1
211,2670,8.1,77.8,0.12,0.29,-0.03,29.3,4.966,8.095,9.17,512,13.94,0.95,27.5,76.3,68.3,2.116,4.7,10,171.6,123.5,0.31,1.716,-1.5,-3.1,0.9181,0.8835,0.7543,1.0161,161.2,433.2,78.3,14.03,395.3,1038.4,323.1,402.5,-441.7,19,19.6,112140.7,8,-187,0,293,242,2,11.7,98,68.3,-140,6.3,54.9,0.5,96.7,-12.34,49.6,171,14.07,1,8.3,8,106.98,57.2,13.2,337.011,0.1,70.8,2.37,31.4,30.5,31.4,30.5,79,1099.7,1396.6,32.2
211.5,2193,16.2,77.8,0.45,-0.06,-0.01,29.3,4.966,8.095,10.17,512,13.96,0.95,27.6,82.8,68.4,3.74,7.1,17.9,81,41.2,0.43,3.384,-1.5,-14.3,1.0106,1.111,0.6035,0.7894,149.6,437.3,78.4,13.89,392.5,988.7,1070.6,-1128.7,-1255.4,15.5,18.1,112140.7,8,297,1,283,254,2,-91.9,98,68.3,-140,6.3,55,0.5,96.7,-12.32,49.6,176,14.07,1,8.3,8,106.98,53.7,14,338.011,0.1,70.8,2.41,24.3,29.3,24.5,29,79,1229.8,1508.3,32.3
212,2442,10.6,77.8,0.34,0.04,-0.02,29.3,4.966,8.095,10.17,512,13.97,0.95,27.6,79.6,68.4,2.356,4.9,10.6,57.6,49.4,0.35,1.952,-1.5,-16,0.9862,0.9736,0.7894,0.8193,148.8,434.6,78.4,13.86,388.2,72.5,-308.6,38.9,295.3,16.3,19.4,112140.7,8,-326,1,256,245,2,-84.7,98,68.4,-140,6.3,55.2,0.5,96.7,-12.32,49.6,180,14.01,1,8.3,8,106.95,58,14.2,338.011,0.1,70.8,2.39,26.8,31.2,26.2,30.8,79,1120.2,1387.4,32.4
212.5,2583,46.3,77.8,0.33,-0.07,-0.04,29.3,4.966,8.095,11.17,512,13.97,0.95,27.7,94.7,68.4,4.69,7.8,35,48,13.6,0.35,4.384,-1.5,-17.6,0.9701,0.9968,0.7394,0.8811,141.3,424.7,78.5,14.05,384.7,169.5,151.4,-610,-522.8,13.9,16.9,112140.7,8,7688,1,280,219,2,-105,98,68.4,-140,6.3,55.3,0.5,96.7,-12.32,49.6,184,13.97,1,8.3,8,106.98,61.4,12.9,339.011,0.1,70.8,2.39,22.6,27.2,22.5,27.2,79,1229.8,1505.2,32.4
213,2925,28,77.9,0.58,-0.27,-0.08,29.3,4.966,8.095,11.17,512,13.94,0.95,27.7,88.6,68.5,4.38,10.8,35,48.1,16.4,0.65,4.062,-1.5,-15.9,1.0091,1.1161,0.6343,0.6764,154.4,431.3,78.6,14.08,381.3,-124.2,-92,-3.6,-502.5,19.4,23.1,112140.7,8,-3074,1,297,241,2,-105,98,68.5,-140,6.3,55.4,0.5,96.7,-12.32,49.6,189,13.99,1,8.3,8,106.98,61.8,16.3,339.011,0.1,70.8,2.42,31,37.5,31.8,36.7,79,1229.8,1497,32.5
213.5,3345,13.3,77.9,0.81,0.04,-0.07,29.3,4.966,8.095,12.17,512,13.95,0.95,27.7,76.4,68.5,2.632,7.9,16.4,45.3,13.6,0.8,2.248,-1.5,-18.3,0.9457,1.1055,0.7854,0.7098,178.3,430.3,78.6,14.01,380.6,-161.1,-379.8,322.2,192.8,22.1,27,112140.7,8,-2192,0,278,225,2,-105,98,68.5,-140,6.3,55.4,0.5,96.7,-12.32,49.6,194,14.01,1,8.3,8,106.99,60.8,14,340.011,0.1,70.8,2.39,36.1,43.5,35.3,42.9,79,1165.3,1519.5,32.6
214,3294,29.8,78,0.62,-0.26,-0.02,29.3,4.966,8.095,12.17,512,13.94,0.95,27.7,84.4,68.5,3.954,11.2,35,52.1,30.2,0.66,3.624,-1.5,-10.6,1.0531,1.113,0.6488,0.5307,182.1,427.1,78.6,14.12,378,844.5,1319.8,-1648.5,-2165.7,22.5,25.2,112140.7,8,1190,0,261,236,2,-103,98,68.5,-140,6.3,55.6,0.5,96.7,-12.32,49.6,200,14.03,1,8.4,8,106.98,54.7,13.2,340.011,0.1,70.8,2.38,34,40.8,37.5,40.7,79,1229.8,1392.5,32.7
214.5,3618,19.7,78.1,0.36,-0.05,-0.08,29.3,4.966,8.095,13.17,512,13.94,0.95,27.7,77.4,68.5,2.932,8.7,29.5,131.8,79.6,0.36,2.56,-1.5,-7.9,0.9445,0.9886,0.7126,0.8169,191.5,429.4,78.6,14.03,376.7,-426.7,-370.3,-210.3,-187.2,24.9,27.1,112140.7,8,-301,0,287,226,2,-50.7,98,68.5,-140,6.3,55.8,0.5,96.6,-12.32,49.6,206,14.04,1,8.4,8,106.97,51.1,12.2,341.011,0.1,70.8,2.4,40.2,43.7,40.2,43.7,79,1254.4,1458.1,32.8
215,3483,14.6,78.2,-0.23,0.1,-0.04,29.4,4.966,8.095,13.17,512,13.94,0.95,27.7,72.4,68.6,2.736,7.9,19.2,203.3,119.4,0.23,2.356,-1.5,-2.6,0.9815,0.8689,0.6386,0.9724,192.2,431.3,78.7,14.03,375.4,-516.7,-143.6,-15,279.5,25,25.7,112140.7,8,-360,0,286,234,2,20,98,68.5,-140,6.3,56,0.5,96.7,-12.32,49.6,212,14.01,1,8.3,8,107.01,56.1,12.8,341.011,0.1,70.7,2.39,41.4,38.9,41,40.1,79,1199,1474.5,32.7
215.5,2916,10.9,78.3,-0.46,0.23,-0.03,29.4,4.966,8.095,14.17,512,13.97,0.95,27.7,72.6,68.6,2.288,5.8,11.4,123.5,76.8,0.52,1.886,-1.5,-15,1.0685,0.8154,0.6559,1.0957,181.4,434.2,78.7,13.95,374.4,12.2,-73.6,-87,-765.9,21.2,24.9,112140.7,8,-376,0,275,243,2,70,98,68.5,-140,6.3,56.2,0.5,96.7,-12.32,49.6,217,13.99,1,8.3,8,106.99,60,13.8,342.011,0.1,70.7,2.35,40,34.5,39,34,79,1065.9,1343.5,32.6
216,2517,8.3,78.3,-0.24,0.18,-0.02,29.4,4.966,8.095,14.17,512,13.97,0.95,27.7,75.9,68.6,2.134,4.5,10,89.2,56.2,0.3,1.736,-1.5,-12.1,0.9795,0.8413,0.6681,1.0882,161.3,431.2,78.7,14.06,372,115.8,35.6,-524.5,11.1,17.1,19.4,112140.7,8,-108,0,274,221,2,51.6,98,68.6,-140,6.3,56.3,0.5,96.7,-12.32,49.6,222,13.99,1,8.3,8,106.97,60.2,12.4,342.011,0.1,70.7,2.39,31.1,27.6,30.1,27.4,79,1072,1350.6,32.5
216.5,2262,8.1,78.4,-0.4,0.17,-0.04,29.4,4.966,8.095,15.17,512,13.97,0.95,27.6,80.6,68.6,2.186,4.1,10,100.2,63.1,0.43,1.782,-1.5,-21.9,1.0858,0.8744,0.6185,1.102,150.7,431.8,78.6,13.95,369.7,103.3,-153.9,-332.2,-857,15.5,19.9,112140.7,8,-572,1,262,222,2,103.5,98,68.6,-140,6.3,56.4,0.5,96.7,-12.32,49.6,227,14,1,8.3,8,106.98,60.5,15.2,343.011,0.1,70.6,2.38,31.6,25.6,30.1,24.8,79,1092.5,1362.9,32.4
